bin-0,0,12850,8700,-1,-1,58,-1,-1,-1
bin-1,0,12900,8700,-1,-1,58,-1,-1,-1
bin-2,0,12950,8700,-1,-1,58,-1,-1,-1
bin-3,0,13000,8700,-1,-1,58,-1,-1,-1
bin-4,0,13050,8700,-1,-1,58,-1,-1,-1
bin-5,0,13100,8700,-1,-1,58,-1,-1,-1
bin-6,0,13150,8700,-1,-1,58,-1,-1,-1
bin-7,0,13200,8700,-1,-1,58,-1,-1,-1
bin-8,0,13250,8700,-1,-1,58,-1,-1,-1
bin-9,0,13300,8700,-1,-1,58,-1,-1,-1
bin-10,0,13350,8700,-1,-1,58,-1,-1,-1
bin-11,0,13400,8700,-1,-1,58,-1,-1,-1
bin-12,0,13450,8700,-1,-1,58,-1,-1,-1
bin-13,0,13500,8700,-1,-1,58,-1,-1,-1
bin-14,0,13550,8700,-1,-1,58,-1,-1,-1
bin-15,0,13600,8700,-1,-1,58,-1,-1,-1
bin-16,0,13650,8700,-1,-1,58,-1,-1,-1
bin-17,0,13700,8700,-1,-1,58,-1,-1,-1
bin-18,0,13750,8700,-1,-1,58,-1,-1,-1
bin-19,0,13800,8700,-1,-1,58,-1,-1,-1
bin-20,0,13850,8700,-1,-1,58,-1,-1,-1
bin-21,0,13900,8700,-1,-1,58,-1,-1,-1
bin-22,0,13950,8700,-1,-1,58,-1,-1,-1
bin-23,0,14000,8700,-1,-1,58,-1,-1,-1
bin-24,0,14050,8700,-1,-1,58,-1,-1,-1
bin-25,1,14100,8700,-1,-1,58,-1,-1,-1
bin-26,1,14150,8700,-1,-1,58,-1,-1,-1
bin-27,1,14200,8700,-1,-1,58,-1,-1,-1
bin-28,1,14250,8700,-1,-1,58,-1,-1,-1
bin-29,1,14300,8700,-1,-1,58,-1,-1,-1
bin-30,1,14350,8700,-1,-1,58,-1,-1,-1
bin-31,1,14400,8700,-1,-1,58,-1,-1,-1
bin-32,1,14450,8700,-1,-1,58,-1,-1,-1
bin-33,1,14500,8700,-1,-1,58,-1,-1,-1
bin-34,1,14550,8700,-1,-1,58,-1,-1,-1
bin-35,1,14600,8700,-1,-1,58,-1,-1,-1
bin-36,0,14650,8700,-1,-1,58,-1,-1,-1
bin-37,0,14700,8700,-1,-1,58,-1,-1,-1
bin-38,0,14750,8700,-1,-1,58,-1,-1,-1
bin-39,0,14800,8700,-1,-1,58,-1,-1,-1
bin-40,0,14850,8700,-1,-1,58,-1,-1,-1
bin-41,0,14900,8700,-1,-1,58,-1,-1,-1
bin-42,0,14950,8700,-1,-1,58,-1,-1,-1
bin-43,0,15000,8700,-1,-1,58,-1,-1,-1
bin-44,0,15050,8700,-1,-1,58,-1,-1,-1
bin-45,0,15100,8700,-1,-1,58,-1,-1,-1
bin-46,0,15150,8700,-1,-1,58,-1,-1,-1
bin-47,0,15200,8700,-1,-1,58,-1,-1,-1
bin-48,0,15250,8700,-1,-1,58,-1,-1,-1
bin-49,0,12850,8750,-1,-1,58,-1,-1,-1
bin-50,0,12900,8750,-1,-1,58,-1,-1,-1
bin-51,0,12950,8750,-1,-1,58,-1,-1,-1
bin-52,0,13000,8750,-1,-1,58,-1,-1,-1
bin-53,0,13050,8750,-1,-1,58,-1,-1,-1
bin-54,0,13100,8750,-1,-1,58,-1,-1,-1
bin-55,0,13150,8750,-1,-1,58,-1,-1,-1
bin-56,0,13200,8750,-1,-1,58,-1,-1,-1
bin-57,0,13250,8750,-1,-1,58,-1,-1,-1
bin-58,0,13300,8750,-1,-1,58,-1,-1,-1
bin-59,0,13350,8750,-1,-1,58,-1,-1,-1
bin-60,0,13400,8750,-1,-1,58,-1,-1,-1
bin-61,0,13450,8750,-1,-1,58,-1,-1,-1
bin-62,0,13500,8750,-1,-1,58,-1,-1,-1
bin-63,0,13550,8750,-1,-1,58,-1,-1,-1
bin-64,0,13600,8750,-1,-1,58,-1,-1,-1
bin-65,0,13650,8750,-1,-1,58,-1,-1,-1
bin-66,0,13700,8750,-1,-1,58,-1,-1,-1
bin-67,0,13750,8750,-1,-1,58,-1,-1,-1
bin-68,0,13800,8750,-1,-1,58,-1,-1,-1
bin-69,0,13850,8750,-1,-1,58,-1,-1,-1
bin-70,0,13900,8750,-1,-1,58,-1,-1,-1
bin-71,0,13950,8750,-1,-1,58,-1,-1,-1
bin-72,1,14000,8750,-1,-1,58,-1,-1,-1
bin-73,1,14050,8750,-1,-1,58,-1,-1,-1
bin-74,1,14100,8750,-1,-1,58,-1,-1,-1
bin-75,1,14150,8750,-1,-1,58,-1,-1,-1
bin-76,1,14200,8750,-1,-1,58,-1,-1,-1
bin-77,1,14250,8750,-1,-1,58,-1,-1,-1
bin-78,1,14300,8750,-1,-1,58,-1,-1,-1
bin-79,1,14350,8750,-1,-1,58,-1,-1,-1
bin-80,1,14400,8750,-1,-1,58,-1,-1,-1
bin-81,1,14450,8750,-1,-1,58,-1,-1,-1
bin-82,1,14500,8750,-1,-1,58,-1,-1,-1
bin-83,1,14550,8750,-1,-1,58,-1,-1,-1
bin-84,1,14600,8750,-1,-1,58,-1,-1,-1
bin-85,1,14650,8750,-1,-1,58,-1,-1,-1
bin-86,0,14700,8750,-1,-1,58,-1,-1,-1
bin-87,0,14750,8750,-1,-1,58,-1,-1,-1
bin-88,0,14800,8750,-1,-1,58,-1,-1,-1
bin-89,0,14850,8750,-1,-1,58,-1,-1,-1
bin-90,0,14900,8750,-1,-1,58,-1,-1,-1
bin-91,0,14950,8750,-1,-1,58,-1,-1,-1
bin-92,0,15000,8750,-1,-1,58,-1,-1,-1
bin-93,0,15050,8750,-1,-1,58,-1,-1,-1
bin-94,0,15100,8750,-1,-1,58,-1,-1,-1
bin-95,0,15150,8750,-1,-1,58,-1,-1,-1
bin-96,0,15200,8750,-1,-1,58,-1,-1,-1
bin-97,0,15250,8750,-1,-1,58,-1,-1,-1
bin-98,0,12850,8800,-1,-1,58,-1,-1,-1
bin-99,0,12900,8800,-1,-1,58,-1,-1,-1
bin-100,0,12950,8800,-1,-1,58,-1,-1,-1
bin-101,0,13000,8800,-1,-1,58,-1,-1,-1
bin-102,0,13050,8800,-1,-1,58,-1,-1,-1
bin-103,0,13100,8800,-1,-1,58,-1,-1,-1
bin-104,0,13150,8800,-1,-1,58,-1,-1,-1
bin-105,0,13200,8800,-1,-1,58,-1,-1,-1
bin-106,0,13250,8800,-1,-1,58,-1,-1,-1
bin-107,0,13300,8800,-1,-1,58,-1,-1,-1
bin-108,0,13350,8800,-1,-1,58,-1,-1,-1
bin-109,0,13400,8800,-1,-1,58,-1,-1,-1
bin-110,0,13450,8800,-1,-1,58,-1,-1,-1
bin-111,0,13500,8800,-1,-1,58,-1,-1,-1
bin-112,0,13550,8800,-1,-1,58,-1,-1,-1
bin-113,0,13600,8800,-1,-1,58,-1,-1,-1
bin-114,0,13650,8800,-1,-1,58,-1,-1,-1
bin-115,0,13700,8800,-1,-1,58,-1,-1,-1
bin-116,0,13750,8800,-1,-1,58,-1,-1,-1
bin-117,0,13800,8800,-1,-1,58,-1,-1,-1
bin-118,0,13850,8800,-1,-1,58,-1,-1,-1
