bin_name,slice,cluster_id,sct_ncount
bin-648,56,0,0
bin-649,56,6,6
bin-650,56,0,0
bin-651,56,0,0
bin-652,56,0,0
bin-653,56,0,0
bin-654,56,13,13
bin-655,56,0,0
bin-656,56,0,0
bin-657,56,8,8
bin-658,56,0,0
bin-659,56,4,4
bin-660,56,26,26
bin-661,56,0,0
bin-662,56,0,0
bin-663,56,9,9
bin-664,56,41,41
bin-665,56,8,8
bin-666,56,0,0
bin-667,56,22,22
bin-668,56,0,0
bin-669,56,26,26
bin-670,56,0,0
bin-671,56,0,0
bin-672,56,20,20
bin-673,56,0,0
bin-674,56,34,34
bin-675,56,27,27
bin-676,56,0,0
bin-677,56,3,3
bin-678,56,3,3
bin-679,56,3,3
bin-680,56,3,3
bin-681,56,3,3
bin-682,56,3,3
bin-683,56,3,3
bin-684,56,3,3
bin-685,56,20,20
bin-690,56,5,5
bin-691,56,2,2
bin-692,56,2,2
bin-693,56,2,2
bin-694,56,0,0
bin-695,56,0,0
bin-696,56,0,0
bin-697,56,0,0
bin-698,56,0,0
bin-699,56,0,0
bin-700,56,0,0
bin-701,56,0,0
bin-702,56,0,0
bin-703,56,0,0
bin-704,56,0,0
bin-705,56,0,0
bin-706,56,0,0
bin-707,56,0,0
bin-708,56,0,0
bin-709,56,0,0
bin-710,56,0,0
bin-711,56,12,12
bin-712,56,0,0
bin-713,56,0,0
bin-714,56,0,0
bin-715,56,0,0
bin-716,56,0,0
bin-717,56,0,0
bin-718,56,0,0
bin-719,56,0,0
bin-720,56,2,2
bin-721,56,2,2
bin-722,56,2,2
bin-723,56,3,3
bin-724,56,3,3
bin-725,56,3,3
bin-726,56,3,3
bin-727,56,3,3
bin-728,56,3,3
bin-729,56,3,3
bin-730,56,3,3
bin-731,56,3,3
bin-736,56,5,5
bin-737,56,5,5
bin-738,56,2,2
bin-739,56,0,0
bin-740,56,0,0
bin-741,56,0,0
bin-742,56,0,0
bin-743,56,0,0
bin-744,56,0,0
bin-745,56,0,0
bin-746,56,0,0
bin-747,56,0,0
bin-748,56,0,0
bin-749,56,0,0
bin-750,56,0,0
bin-751,56,0,0
bin-752,56,0,0
bin-753,56,0,0
bin-754,56,0,0
bin-755,56,0,0
bin-756,56,0,0
bin-757,56,0,0
bin-758,56,0,0
bin-759,56,1,1
bin-760,56,4,4
bin-761,56,0,0
bin-762,56,0,0
bin-763,56,0,0
bin-764,56,0,0
bin-765,56,0,0
bin-766,56,0,0
bin-767,56,2,2
bin-768,56,3,3
bin-769,56,3,3
bin-770,56,3,3
bin-771,56,3,3
bin-772,56,3,3
bin-773,56,3,3
bin-774,56,3,3
bin-775,56,3,3
bin-776,56,3,3
bin-777,56,12,12
bin-782,56,21,21
bin-783,56,24,24
bin-784,56,2,2
bin-785,56,0,0
bin-786,56,0,0
bin-787,56,0,0
bin-788,56,0,0
bin-789,56,0,0
bin-790,56,0,0
bin-791,56,0,0
bin-792,56,0,0
bin-793,56,0,0
bin-794,56,11,11
bin-795,56,0,0
bin-796,56,0,0
bin-797,56,0,0
bin-798,56,0,0
bin-799,56,0,0
bin-800,56,0,0
bin-801,56,0,0
bin-802,56,0,0
bin-803,56,21,21
bin-804,56,0,0
bin-805,56,4,4
bin-806,56,0,0
bin-807,56,0,0
bin-808,56,0,0
bin-809,56,0,0
bin-810,56,0,0
bin-811,56,0,0
bin-812,56,0,0
bin-813,56,0,0
bin-814,56,2,2
bin-815,56,3,3
bin-816,56,3,3
bin-817,56,3,3
bin-818,56,3,3
bin-819,56,3,3
bin-820,56,3,3
bin-821,56,3,3
bin-822,56,5,5
bin-828,56,5,5
bin-829,56,2,2
bin-830,56,2,2
bin-831,56,0,0
bin-832,56,0,0
bin-833,56,14,14
bin-834,56,0,0
bin-835,56,0,0
bin-836,56,0,0
bin-837,56,0,0
bin-838,56,4,4
bin-839,56,0,0
bin-840,56,0,0
bin-841,56,0,0
bin-842,56,0,0
bin-843,56,9,9
bin-844,56,0,0
bin-845,56,0,0
bin-846,56,14,14
bin-847,56,0,0
bin-848,56,0,0
bin-849,56,0,0
bin-850,56,0,0
bin-851,56,4,4
bin-852,56,0,0
bin-853,56,2,2
bin-854,56,14,14
bin-855,56,4,4
bin-856,56,23,23
bin-857,56,0,0
bin-858,56,2,2
bin-859,56,2,2
bin-860,56,3,3
bin-861,56,3,3
bin-862,56,3,3
bin-863,56,3,3
bin-864,56,3,3
bin-865,56,3,3
bin-866,56,3,3
bin-867,56,3,3
bin-868,56,5,5
bin-874,56,19,19
bin-875,56,2,2
bin-876,56,2,2
bin-877,56,0,0
bin-878,56,0,0
bin-879,56,0,0
bin-880,56,0,0
bin-881,56,0,0
bin-882,56,0,0
bin-883,56,0,0
bin-884,56,0,0
bin-885,56,0,0
bin-886,56,0,0
bin-887,56,0,0
bin-888,56,0,0
bin-889,56,0,0
bin-890,56,0,0
bin-891,56,0,0
bin-892,56,0,0
bin-893,56,0,0
bin-894,56,0,0
bin-895,56,0,0
bin-896,56,0,0
bin-897,56,4,4
bin-898,56,4,4
bin-899,56,0,0
bin-900,56,0,0
bin-901,56,0,0
bin-902,56,0,0
bin-903,56,0,0
bin-904,56,0,0
bin-905,56,2,2
bin-906,56,5,5
bin-907,56,3,3
bin-908,56,3,3
bin-909,56,3,3
bin-910,56,3,3
bin-911,56,3,3
bin-912,56,3,3
bin-913,56,3,3
bin-914,56,1,1
bin-920,56,7,7
bin-921,56,2,2
bin-922,56,2,2
bin-923,56,0,0
bin-924,56,0,0
bin-925,56,0,0
bin-926,56,0,0
bin-927,56,0,0
bin-928,56,0,0
bin-929,56,0,0
bin-930,56,0,0
bin-931,56,0,0
bin-932,56,25,25
bin-933,56,0,0
bin-934,56,0,0
bin-935,56,0,0
bin-936,56,0,0
bin-937,56,0,0
bin-938,56,0,0
bin-939,56,0,0
bin-940,56,0,0
bin-941,56,0,0
bin-942,56,0,0
bin-943,56,0,0
bin-944,56,0,0
bin-945,56,16,16
bin-946,56,2,2
bin-947,56,0,0
bin-948,56,0,0
bin-949,56,0,0
bin-950,56,2,2
bin-951,56,2,2
bin-952,56,5,5
bin-953,56,3,3
bin-954,56,3,3
bin-955,56,3,3
bin-956,56,3,3
bin-957,56,3,3
bin-958,56,3,3
bin-959,56,3,3
bin-960,56,5,5
bin-966,56,5,5
bin-967,56,21,21
bin-968,56,2,2
bin-969,56,2,2
bin-970,56,0,0
bin-971,56,0,0
bin-972,56,2,2
bin-973,56,0,0
bin-974,56,0,0
bin-975,56,8,8
bin-976,56,0,0
bin-977,56,0,0
bin-978,56,0,0
bin-979,56,0,0
bin-980,56,0,0
bin-981,56,0,0
bin-982,56,0,0
bin-983,56,0,0
bin-984,56,12,12
bin-985,56,0,0
bin-986,56,0,0
bin-987,56,8,8
bin-988,56,0,0
bin-989,56,0,0
bin-990,56,0,0
bin-991,56,6,6
bin-992,56,16,16
bin-993,56,0,0
bin-994,56,2,2
bin-995,56,0,0
bin-996,56,0,0
bin-997,56,21,21
bin-998,56,7,7
bin-999,56,2,2
bin-1000,56,3,3
bin-1001,56,3,3
bin-1002,56,3,3
bin-1003,56,3,3
bin-1004,56,3,3
bin-1005,56,29,29
bin-1012,56,21,21
bin-1013,56,23,23
bin-1014,56,2,2
bin-1015,56,0,0
bin-1016,56,0,0
bin-1017,56,0,0
bin-1018,56,0,0
bin-1019,56,0,0
bin-1020,56,0,0
bin-1021,56,0,0
bin-1022,56,0,0
bin-1023,56,0,0
bin-1024,56,0,0
bin-1025,56,0,0
bin-1026,56,0,0
bin-1027,56,4,4
bin-1028,56,0,0
bin-1029,56,0,0
bin-1030,56,0,0
bin-1031,56,0,0
bin-1032,56,0,0
bin-1033,56,1,1
bin-1034,56,0,0
bin-1035,56,0,0
bin-1036,56,0,0
bin-1037,56,0,0
bin-1038,56,0,0
bin-1039,56,0,0
bin-1040,56,0,0
bin-1041,56,0,0
bin-1042,56,2,2
bin-1043,56,2,2
bin-1044,56,15,15
bin-1045,56,5,5
bin-1046,56,3,3
bin-1047,56,3,3
bin-1048,56,3,3
bin-1049,56,3,3
bin-1050,56,3,3
bin-1051,56,11,11
bin-1058,56,5,5
bin-1059,56,8,8
bin-1060,56,2,2
bin-1061,56,2,2
bin-1062,56,2,2
bin-1063,56,0,0
bin-1064,56,6,6
bin-1065,56,0,0
bin-1066,56,0,0
bin-1067,56,0,0
bin-1068,56,0,0
bin-1069,56,13,13
bin-1070,56,4,4
bin-1071,56,0,0
bin-1072,56,0,0
bin-1073,56,0,0
bin-1074,56,0,0
bin-1075,56,0,0
bin-1076,56,0,0
bin-1077,56,0,0
bin-1078,56,19,19
bin-1079,56,0,0
bin-1080,56,0,0
bin-1081,56,0,0
bin-1082,56,0,0
bin-1083,56,13,13
bin-1084,56,0,0
bin-1085,56,0,0
bin-1086,56,2,2
bin-1087,56,0,0
bin-1088,56,2,2
bin-1089,56,3,3
bin-1090,56,5,5
bin-1092,56,5,5
bin-1093,56,1,1
bin-1094,56,5,5
bin-1095,56,5,5
bin-1096,56,5,5
bin-1097,56,5,5
bin-1105,56,5,5
bin-1106,56,2,2
bin-1107,56,2,2
bin-1108,56,0,0
bin-1109,56,0,0
bin-1110,56,0,0
bin-1111,56,0,0
bin-1112,56,0,0
bin-1113,56,0,0
bin-1114,56,0,0
bin-1115,56,0,0
bin-1116,56,0,0
bin-1117,56,0,0
bin-1118,56,0,0
bin-1119,56,0,0
bin-1120,56,0,0
bin-1121,56,0,0
bin-1122,56,0,0
bin-1123,56,0,0
bin-1124,56,0,0
bin-1125,56,0,0
bin-1126,56,0,0
bin-1127,56,0,0
bin-1128,56,0,0
bin-1129,56,0,0
bin-1130,56,0,0
bin-1131,56,0,0
bin-1132,56,0,0
bin-1133,56,0,0
bin-1134,56,2,2
bin-1135,56,2,2
bin-1136,56,11,11
bin-1151,56,39,39
bin-1152,56,2,2
bin-1153,56,2,2
bin-1154,56,0,0
bin-1155,56,0,0
bin-1156,56,16,16
bin-1157,56,0,0
bin-1158,56,0,0
bin-1159,56,0,0
bin-1160,56,0,0
bin-1161,56,0,0
bin-1162,56,0,0
bin-1163,56,0,0
bin-1164,56,0,0
bin-1165,56,0,0
bin-1166,56,0,0
bin-1167,56,0,0
bin-1168,56,0,0
bin-1169,56,0,0
bin-1170,56,0,0
bin-1171,56,0,0
bin-1172,56,0,0
bin-1173,56,0,0
bin-1174,56,0,0
bin-1175,56,0,0
bin-1176,56,0,0
bin-1177,56,0,0
bin-1178,56,0,0
bin-1179,56,2,2
bin-1180,56,2,2
bin-1181,56,6,6
bin-1182,56,5,5
bin-1197,56,0,0
bin-1198,56,37,37
bin-1199,56,2,2
bin-1200,56,2,2
bin-1201,56,0,0
bin-1202,56,0,0
bin-1203,56,0,0
bin-1204,56,0,0
bin-1205,56,0,0
bin-1206,56,0,0
bin-1207,56,0,0
bin-1208,56,0,0
bin-1209,56,0,0
bin-1210,56,17,17
bin-1211,56,0,0
bin-1212,56,32,32
bin-1213,56,0,0
bin-1214,56,0,0
bin-1215,56,0,0
bin-1216,56,0,0
bin-1217,56,0,0
bin-1218,56,0,0
bin-1219,56,0,0
bin-1220,56,0,0
bin-1221,56,0,0
bin-1222,56,0,0
bin-1223,56,0,0
bin-1224,56,0,0
bin-1225,56,2,2
bin-1226,56,2,2
bin-1227,56,1,1
bin-1228,56,2,2
bin-1243,56,7,7
bin-1244,56,17,17
bin-1245,56,20,20
bin-1246,56,2,2
bin-1247,56,2,2
bin-1248,56,0,0
bin-1249,56,0,0
bin-1250,56,31,31
bin-1251,56,0,0
bin-1252,56,0,0
bin-1253,56,0,0
bin-1254,56,0,0
bin-1255,56,0,0
bin-1256,56,10,10
bin-1257,56,0,0
bin-1258,56,0,0
bin-1259,56,0,0
bin-1260,56,0,0
bin-1261,56,0,0
bin-1262,56,0,0
bin-1263,56,0,0
bin-1264,56,0,0
bin-1265,56,0,0
bin-1266,56,0,0
bin-1267,56,0,0
bin-1268,56,0,0
bin-1269,56,0,0
bin-1270,56,0,0
bin-1271,56,2,2
bin-1272,56,1,1
bin-1273,56,5,5
bin-1274,56,21,21
bin-1290,56,5,5
bin-1291,56,18,18
bin-1292,56,2,2
bin-1293,56,2,2
bin-1294,56,0,0
bin-1295,56,0,0
bin-1296,56,2,2
bin-1297,56,0,0
bin-1298,56,0,0
bin-1299,56,0,0
bin-1300,56,0,0
bin-1301,56,0,0
bin-1302,56,0,0
bin-1303,56,0,0
bin-1304,56,0,0
bin-1305,56,0,0
bin-1306,56,0,0
bin-1307,56,0,0
bin-1308,56,21,21
bin-1309,56,0,0
bin-1310,56,0,0
bin-1311,56,0,0
bin-1312,56,0,0
bin-1313,56,0,0
bin-1314,56,0,0
bin-1315,56,0,0
bin-1316,56,0,0
bin-1317,56,2,2
bin-1318,56,1,1
bin-1319,56,5,5
bin-1329,56,5,5
bin-1330,56,5,5
bin-1331,56,29,29
bin-1332,56,5,5
bin-1337,56,17,17
bin-1338,56,2,2
bin-1339,56,2,2
bin-1340,56,2,2
bin-1341,56,0,0
bin-1342,56,0,0
bin-1343,56,0,0
bin-1344,56,0,0
bin-1345,56,0,0
bin-1346,56,0,0
bin-1347,56,0,0
bin-1348,56,4,4
bin-1349,56,0,0
bin-1350,56,0,0
bin-1351,56,0,0
bin-1352,56,0,0
bin-1353,56,0,0
bin-1354,56,0,0
bin-1355,56,0,0
bin-1356,56,0,0
bin-1357,56,0,0
bin-1358,56,0,0
bin-1359,56,0,0
bin-1360,56,2,2
bin-1361,56,2,2
bin-1362,56,2,2
bin-1363,56,0,0
bin-1364,56,13,13
bin-1365,56,5,5
bin-1374,56,5,5
bin-1375,56,1,1
bin-1376,56,1,1
bin-1377,56,5,5
bin-1378,56,5,5
bin-1384,56,0,0
bin-1385,56,17,17
bin-1386,56,2,2
bin-1387,56,2,2
bin-1388,56,0,0
bin-1389,56,0,0
bin-1390,56,0,0
bin-1391,56,0,0
bin-1392,56,0,0
bin-1393,56,0,0
bin-1394,56,6,6
bin-1395,56,4,4
bin-1396,56,0,0
bin-1397,56,1,1
bin-1398,56,0,0
bin-1399,56,0,0
bin-1400,56,0,0
bin-1401,56,0,0
bin-1402,56,0,0
bin-1403,56,0,0
bin-1404,56,0,0
bin-1405,56,2,2
bin-1406,56,2,2
bin-1407,56,2,2
bin-1408,56,5,5
bin-1409,56,1,1
bin-1410,56,16,16
bin-1419,56,11,11
bin-1420,56,1,1
bin-1421,56,1,1
bin-1422,56,5,5
bin-1423,56,5,5
bin-1424,56,1,1
bin-1425,56,25,25
bin-1430,56,5,5
bin-1431,56,5,5
bin-1432,56,7,7
bin-1433,56,2,2
bin-1434,56,2,2
bin-1435,56,2,2
bin-1436,56,0,0
bin-1437,56,0,0
bin-1438,56,0,0
bin-1439,56,0,0
bin-1440,56,20,20
bin-1441,56,0,0
bin-1442,56,0,0
bin-1443,56,0,0
bin-1444,56,0,0
bin-1445,56,0,0
bin-1446,56,18,18
bin-1447,56,0,0
bin-1448,56,0,0
bin-1449,56,2,2
bin-1450,56,2,2
bin-1451,56,2,2
bin-1452,56,2,2
bin-1453,56,2,2
bin-1454,56,7,7
bin-1455,56,29,29
bin-1463,56,19,19
bin-1464,56,34,34
bin-1465,56,12,12
bin-1466,56,1,1
bin-1467,56,1,1
bin-1468,56,4,4
bin-1469,56,1,1
bin-1470,56,1,1
bin-1471,56,1,1
bin-1478,56,5,5
bin-1479,56,5,5
bin-1480,56,2,2
bin-1481,56,2,2
bin-1482,56,2,2
bin-1483,56,0,0
bin-1484,56,30,30
bin-1485,56,2,2
bin-1486,56,0,0
bin-1487,56,0,0
bin-1488,56,0,0
bin-1489,56,0,0
bin-1490,56,0,0
bin-1491,56,0,0
bin-1492,56,0,0
bin-1493,56,2,2
bin-1494,56,2,2
bin-1495,56,2,2
bin-1496,56,2,2
bin-1497,56,2,2
bin-1498,56,2,2
bin-1499,56,5,5
bin-1500,56,25,25
bin-1501,56,25,25
bin-1502,56,5,5
bin-1503,56,5,5
bin-1504,56,5,5
bin-1505,56,6,6
bin-1506,56,23,23
bin-1507,56,5,5
bin-1508,56,24,24
bin-1509,56,1,1
bin-1510,56,1,1
bin-1511,56,1,1
bin-1512,56,1,1
bin-1513,56,1,1
bin-1514,56,1,1
bin-1515,56,1,1
bin-1516,56,1,1
bin-1517,56,1,1
bin-1525,56,7,7
bin-1526,56,5,5
bin-1527,56,21,21
bin-1528,56,5,5
bin-1529,56,2,2
bin-1530,56,15,15
bin-1531,56,2,2
bin-1532,56,0,0
bin-1533,56,0,0
bin-1534,56,0,0
bin-1535,56,2,2
bin-1536,56,0,0
bin-1537,56,2,2
bin-1538,56,2,2
bin-1539,56,2,2
bin-1540,56,2,2
bin-1541,56,2,2
bin-1542,56,1,1
bin-1543,56,5,5
bin-1544,56,1,1
bin-1545,56,1,1
bin-1546,56,5,5
bin-1547,56,9,9
bin-1548,56,1,1
bin-1549,56,29,29
bin-1550,56,1,1
bin-1551,56,1,1
bin-1552,56,5,5
bin-1553,56,1,1
bin-1554,56,1,1
bin-1555,56,1,1
bin-1556,56,1,1
bin-1557,56,1,1
bin-1558,56,1,1
bin-1559,56,1,1
bin-1560,56,1,1
bin-1561,56,4,4
bin-1562,56,1,1
bin-1563,56,1,1
bin-1573,56,5,5
bin-1574,56,25,25
bin-1575,56,23,23
bin-1576,56,20,20
bin-1577,56,1,1
bin-1578,56,5,5
bin-1579,56,2,2
bin-1580,56,11,11
bin-1581,56,7,7
bin-1582,56,5,5
bin-1583,56,7,7
bin-1584,56,2,2
bin-1585,56,1,1
bin-1586,56,1,1
bin-1587,56,1,1
bin-1588,56,4,4
bin-1589,56,4,4
bin-1590,56,0,0
bin-1591,56,1,1
bin-1592,56,1,1
bin-1593,56,5,5
bin-1594,56,18,18
bin-1595,56,1,1
bin-1596,56,1,1
bin-1597,56,1,1
bin-1598,56,1,1
bin-1599,56,1,1
bin-1600,56,1,1
bin-1601,56,1,1
bin-1602,56,1,1
bin-1603,56,1,1
bin-1604,56,1,1
bin-1605,56,1,1
bin-1606,56,22,22
bin-1607,56,4,4
bin-1608,56,1,1
bin-1609,56,1,1
bin-1622,56,5,5
bin-1623,56,32,32
bin-1624,56,17,17
bin-1625,56,17,17
bin-1626,56,5,5
bin-1627,56,4,4
bin-1628,56,1,1
bin-1629,56,6,6
bin-1630,56,5,5
bin-1631,56,23,23
bin-1632,56,30,30
bin-1633,56,1,1
bin-1634,56,1,1
bin-1635,56,1,1
bin-1636,56,1,1
bin-1637,56,1,1
bin-1638,56,4,4
bin-1639,56,0,0
bin-1640,56,1,1
bin-1641,56,1,1
bin-1642,56,1,1
bin-1643,56,1,1
bin-1644,56,16,16
bin-1645,56,1,1
bin-1646,56,1,1
bin-1647,56,1,1
bin-1648,56,1,1
bin-1649,56,4,4
bin-1650,56,1,1
bin-1651,56,1,1
bin-1652,56,1,1
bin-1653,56,1,1
bin-1654,56,4,4
bin-1655,56,1,1
bin-1667,56,5,5
bin-1668,56,18,18
bin-1669,56,1,1
bin-1670,56,1,1
bin-1671,56,1,1
bin-1672,56,1,1
bin-1673,56,7,7
bin-1674,56,5,5
bin-1675,56,1,1
bin-1676,56,5,5
bin-1677,56,1,1
bin-1678,56,1,1
bin-1679,56,1,1
bin-1680,56,4,4
bin-1681,56,5,5
bin-1682,56,1,1
bin-1683,56,1,1
bin-1684,56,4,4
bin-1685,56,1,1
bin-1686,56,0,0
bin-1687,56,1,1
bin-1688,56,1,1
bin-1689,56,1,1
bin-1690,56,1,1
bin-1691,56,1,1
bin-1692,56,1,1
bin-1693,56,4,4
bin-1694,56,4,4
bin-1695,56,4,4
bin-1696,56,4,4
bin-1697,56,1,1
bin-1698,56,8,8
bin-1699,56,1,1
bin-1700,56,1,1
bin-1701,56,1,1
bin-1713,56,5,5
bin-1714,56,1,1
bin-1715,56,1,1
bin-1716,56,1,1
bin-1717,56,1,1
bin-1718,56,1,1
bin-1719,56,1,1
bin-1720,56,1,1
bin-1721,56,1,1
bin-1722,56,1,1
bin-1723,56,1,1
bin-1724,56,4,4
bin-1725,56,4,4
bin-1726,56,4,4
bin-1727,56,4,4
bin-1728,56,4,4
bin-1729,56,4,4
bin-1730,56,4,4
bin-1731,56,16,16
bin-1732,56,1,1
bin-1733,56,1,1
bin-1734,56,1,1
bin-1735,56,9,9
bin-1736,56,0,0
bin-1737,56,1,1
bin-1738,56,4,4
bin-1739,56,1,1
bin-1740,56,22,22
bin-1741,56,4,4
bin-1742,56,4,4
bin-1743,56,1,1
bin-1744,56,25,25
bin-1745,56,1,1
bin-1746,56,4,4
bin-1747,56,1,1
bin-1759,56,5,5
bin-1760,56,1,1
bin-1761,56,4,4
bin-1762,56,1,1
bin-1763,56,4,4
bin-1764,56,4,4
bin-1765,56,4,4
bin-1766,56,1,1
bin-1767,56,4,4
bin-1768,56,29,29
bin-1769,56,31,31
bin-1770,56,1,1
bin-1771,56,1,1
bin-1772,56,4,4
bin-1773,56,4,4
bin-1774,56,4,4
bin-1775,56,4,4
bin-1776,56,4,4
bin-1777,56,1,1
bin-1778,56,1,1
bin-1779,56,1,1
bin-1780,56,1,1
bin-1781,56,1,1
bin-1782,56,4,4
bin-1783,56,4,4
bin-1784,56,4,4
bin-1785,56,1,1
bin-1786,56,4,4
bin-1787,56,11,11
bin-1788,56,6,6
bin-1789,56,5,5
bin-1790,56,4,4
bin-1791,56,1,1
bin-1792,56,1,1
bin-1793,56,1,1
bin-1805,56,5,5
bin-1806,56,1,1
bin-1807,56,4,4
bin-1808,56,4,4
bin-1809,56,31,31
bin-1810,56,4,4
bin-1811,56,4,4
bin-1812,56,4,4
bin-1813,56,4,4
bin-1814,56,1,1
bin-1815,56,1,1
bin-1816,56,1,1
bin-1817,56,1,1
bin-1818,56,1,1
bin-1819,56,4,4
bin-1820,56,4,4
bin-1821,56,4,4
bin-1822,56,4,4
bin-1823,56,4,4
bin-1824,56,5,5
bin-1825,56,1,1
bin-1826,56,1,1
bin-1827,56,1,1
bin-1828,56,1,1
bin-1829,56,4,4
bin-1830,56,4,4
bin-1831,56,1,1
bin-1832,56,1,1
bin-1833,56,4,4
bin-1834,56,1,1
bin-1835,56,1,1
bin-1836,56,4,4
bin-1837,56,1,1
bin-1838,56,1,1
bin-1839,56,1,1
bin-1851,56,7,7
bin-1852,56,1,1
bin-1853,56,1,1
bin-1854,56,1,1
bin-1855,56,4,4
bin-1856,56,4,4
bin-1857,56,4,4
bin-1858,56,4,4
bin-1859,56,4,4
bin-1860,56,1,1
bin-1861,56,9,9
bin-1862,56,1,1
bin-1863,56,4,4
bin-1864,56,11,11
bin-1865,56,1,1
bin-1866,56,4,4
bin-1867,56,24,24
bin-1868,56,4,4
bin-1869,56,4,4
bin-1870,56,8,8
bin-1871,56,9,9
bin-1872,56,1,1
bin-1873,56,1,1
bin-1874,56,1,1
bin-1875,56,4,4
bin-1876,56,1,1
bin-1877,56,4,4
bin-1878,56,1,1
bin-1879,56,1,1
bin-1880,56,14,14
bin-1881,56,4,4
bin-1882,56,6,6
bin-1883,56,1,1
bin-1884,56,1,1
bin-1885,56,1,1
bin-1897,56,1,1
bin-1898,56,1,1
bin-1899,56,1,1
bin-1900,56,1,1
bin-1901,56,4,4
bin-1902,56,4,4
bin-1903,56,4,4
bin-1904,56,4,4
bin-1905,56,4,4
bin-1906,56,4,4
bin-1907,56,1,1
bin-1908,56,6,6
bin-1909,56,1,1
bin-1910,56,4,4
bin-1911,56,4,4
bin-1912,56,1,1
bin-1913,56,1,1
bin-1914,56,4,4
bin-1915,56,4,4
bin-1916,56,4,4
bin-1917,56,1,1
bin-1918,56,1,1
bin-1919,56,1,1
bin-1920,56,1,1
bin-1921,56,0,0
bin-1922,56,1,1
bin-1923,56,1,1
bin-1924,56,4,4
bin-1925,56,1,1
bin-1926,56,4,4
bin-1927,56,1,1
bin-1928,56,1,1
bin-1929,56,1,1
bin-1930,56,29,29
bin-1931,56,24,24
bin-1943,56,36,36
bin-1944,56,0,0
bin-1945,56,1,1
bin-1946,56,1,1
bin-1947,56,1,1
bin-1948,56,4,4
bin-1949,56,4,4
bin-1950,56,1,1
bin-1951,56,4,4
bin-1952,56,4,4
bin-1953,56,4,4
bin-1954,56,1,1
bin-1955,56,1,1
bin-1956,56,4,4
bin-1957,56,4,4
bin-1958,56,1,1
bin-1959,56,1,1
bin-1960,56,1,1
bin-1961,56,4,4
bin-1962,56,4,4
bin-1963,56,1,1
bin-1964,56,0,0
bin-1965,56,1,1
bin-1966,56,1,1
bin-1967,56,4,4
bin-1968,56,1,1
bin-1969,56,1,1
bin-1970,56,1,1
bin-1971,56,1,1
bin-1972,56,1,1
bin-1973,56,1,1
bin-1974,56,1,1
bin-1975,56,1,1
bin-1976,56,5,5
bin-1977,56,5,5
bin-1989,56,15,15
bin-1990,56,39,39
bin-1991,56,1,1
bin-1992,56,4,4
bin-1993,56,1,1
bin-1994,56,4,4
bin-1995,56,22,22
bin-1996,56,1,1
bin-1997,56,4,4
bin-1998,56,4,4
bin-1999,56,4,4
bin-2000,56,1,1
bin-2001,56,1,1
bin-2002,56,4,4
bin-2003,56,1,1
bin-2004,56,10,10
bin-2005,56,4,4
bin-2006,56,1,1
bin-2007,56,4,4
bin-2008,56,4,4
bin-2009,56,4,4
bin-2010,56,4,4
bin-2011,56,12,12
bin-2012,56,1,1
bin-2013,56,1,1
bin-2014,56,4,4
bin-2015,56,4,4
bin-2016,56,1,1
bin-2017,56,48,48
bin-2018,56,1,1
bin-2019,56,1,1
bin-2020,56,1,1
bin-2021,56,33,33
bin-2022,56,16,16
bin-2036,56,17,17
bin-2037,56,7,7
bin-2038,56,1,1
bin-2039,56,4,4
bin-2040,56,4,4
bin-2041,56,4,4
bin-2042,56,4,4
bin-2043,56,4,4
bin-2044,56,5,5
bin-2045,56,21,21
bin-2046,56,5,5
bin-2047,56,1,1
bin-2048,56,8,8
bin-2049,56,4,4
bin-2050,56,4,4
bin-2051,56,1,1
bin-2052,56,1,1
bin-2053,56,4,4
bin-2054,56,4,4
bin-2055,56,8,8
bin-2056,56,4,4
bin-2057,56,4,4
bin-2058,56,4,4
bin-2059,56,1,1
bin-2060,56,1,1
bin-2061,56,1,1
bin-2062,56,1,1
bin-2063,56,1,1
bin-2064,56,1,1
bin-2065,56,1,1
bin-2066,56,1,1
bin-2067,56,35,35
bin-2082,56,5,5
bin-2083,56,5,5
bin-2084,56,5,5
bin-2085,56,31,31
bin-2086,56,1,1
bin-2087,56,4,4
bin-2088,56,4,4
bin-2089,56,1,1
bin-2090,56,5,5
bin-2091,56,4,4
bin-2092,56,4,4
bin-2093,56,1,1
bin-2094,56,1,1
bin-2095,56,1,1
bin-2096,56,1,1
bin-2097,56,4,4
bin-2098,56,1,1
bin-2099,56,1,1
bin-2100,56,1,1
bin-2101,56,13,13
bin-2102,56,4,4
bin-2103,56,1,1
bin-2104,56,29,29
bin-2105,56,4,4
bin-2106,56,4,4
bin-2107,56,1,1
bin-2108,56,1,1
bin-2109,56,1,1
bin-2110,56,12,12
bin-2111,56,19,19
bin-2112,56,17,17
bin-2129,56,5,5
bin-2130,56,18,18
bin-2131,56,1,1
bin-2132,56,1,1
bin-2133,56,1,1
bin-2134,56,4,4
bin-2135,56,4,4
bin-2136,56,1,1
bin-2137,56,14,14
bin-2138,56,4,4
bin-2139,56,1,1
bin-2140,56,1,1
bin-2141,56,1,1
bin-2142,56,1,1
bin-2143,56,1,1
bin-2144,56,1,1
bin-2145,56,1,1
bin-2146,56,1,1
bin-2147,56,1,1
bin-2148,56,1,1
bin-2149,56,4,4
bin-2150,56,1,1
bin-2151,56,5,5
bin-2152,56,1,1
bin-2153,56,1,1
bin-2154,56,1,1
bin-2155,56,1,1
bin-2156,56,5,5
bin-2157,56,7,7
